objid,ra,dec,u,g,r,i,z,class,redshift
1237649918435065972,29.50753483,12.63251522,20.407011,17.958235,16.909246,16.530586,16.298531,STAR,4.258545E-5
1237649918435131512,29.59251292,12.56569761,19.991108,18.251041,17.451279,17.067158,16.844915,STAR,1.272097E-4
1237649918435131520,29.61309798,12.52113429,20.229481,17.673965,16.47617,15.94282,15.608834,STAR,-7.693729E-5
1237649918972199102,30.20552953,12.95648226,18.545748,16.779778,15.932981,15.533827,15.211027,GALAXY,0.045118
1237649918972199160,30.12111893,12.80507884,21.808924,20.020697,18.241955,17.619059,17.180696,GALAXY,0.343716
1237648722849300549,198.18443741,1.15566647,17.557732,16.097588,15.355554,14.938255,14.637938,GALAXY,0.070147
1237648722849300555,198.21271867,1.06152086,17.084171,16.088787,15.763119,15.652759,15.6139,STAR,5.048929E-5
1237649918965645429,14.74573389,14.10299378,18.346542,16.913643,16.125883,15.660932,15.294292,GALAXY,0.060159
1237649918965645439,14.77303531,14.12857644,20.684546,18.540096,17.468355,16.944883,16.459999,GALAXY,0.103994
1237649918965645442,14.79447298,14.03282214,19.473602,18.317776,17.78413,17.416445,17.264046,GALAXY,0.140378
1237649919502450739,14.68331729,14.58098617,19.021868,17.128696,16.24474,15.820382,15.493677,GALAXY,0.061421
1237649919502450855,14.72267761,14.50648353,18.541275,17.471111,17.157099,16.916508,16.793831,GALAXY,0.04742
1237649919502516350,14.77948776,14.52329112,17.887394,16.649782,16.172703,15.885145,15.763016,GALAXY,0.047354
1237649918969839910,24.56858298,13.38438002,23.675409,22.086819,20.87603,19.910378,19.638752,GALAXY,0.670099
1237649919502123166,13.90074041,14.459649,21.152191,18.792488,17.51639,16.992073,16.585167,GALAXY,0.183715
1237648721230823430,180.15209593,-0.18360453,17.355021,15.766029,15.193895,14.985895,14.896873,STAR,7.354855E-5
1237648721775428011,197.82306944,0.41733885,22.402248,21.775898,21.757236,21.797159,21.531889,QSO,2.481868
1237649768642905708,358.18967295,56.83152331,17.882574,15.604411,14.389112,13.95844,13.672838,STAR,-1.645608E-4
1237649768642905838,358.02783027,56.84388634,19.920134,18.76169,17.743132,17.520069,17.185949,GALAXY,0.732662
1237649768643100944,358.08005427,57.22278815,16.186661,13.904849,12.786596,12.305102,12.105315,STAR,-1.115549E-4
1237648722308956464,190.28511571,0.70618515,24.084932,20.566536,18.734982,18.025982,17.668928,GALAXY,0.424428
1237649918435393548,30.1854423,12.38864832,18.576694,18.259729,18.097567,17.818508,17.785254,QSO,1.652882
1237649768643101082,358.03086352,57.16118536,18.326429,15.856798,14.330386,14.142625,13.779068,STAR,-1.638885E-4
1237649768643166631,358.09629282,57.43173283,17.435984,14.77082,13.253263,12.96688,12.631173,STAR,-1.317408E-4
1237648704580223791,190.61969473,0.0397083,23.786711,21.974468,20.300707,19.445431,18.998846,GALAXY,0.479143
1237648704580223831,190.6308073,0.08567951,23.344902,21.517403,19.776201,18.963169,18.459831,GALAXY,0.466229
1237649918435459250,30.39117099,12.52543738,22.467583,20.655098,18.618658,17.909765,17.509295,GALAXY,0.380919
1237649918435459252,30.43047167,12.51297436,25.241779,20.813931,18.917028,18.219528,17.797003,GALAXY,0.380474
1237649918969840002,24.63791429,13.37615269,25.833668,22.360153,20.819862,19.789566,19.180527,GALAXY,0.545776
1237648721230823605,180.18365639,-0.13007036,21.802654,20.191988,19.630499,19.358995,19.286573,STAR,1.892162E-4
1237649918965645465,14.83265955,14.11461137,20.398727,18.628216,17.704098,17.260317,16.886921,GALAXY,0.094732
1237648721230823618,180.19407502,-0.02137294,20.453321,18.260424,17.098419,16.603659,16.24699,GALAXY,0.164589
1237648721765270261,174.72923669,0.33345808,21.712259,21.335138,19.590157,18.367868,17.895908,GALAXY,0.597526
1237649918969840009,24.64785666,13.43412502,22.119089,21.175184,21.086554,20.936184,20.81777,QSO,2.596781
1237649918965252613,13.86207685,14.00556443,23.094296,21.032654,19.007948,18.29479,17.826744,GALAXY,0.367044
1237648720699720221,193.36705674,-0.59658146,24.722567,23.1677,20.879826,19.59366,19.017664,GALAXY,0.648611
1237648720712630330,222.87443759,-0.4201365,17.880493,16.381773,15.768017,15.490125,15.341382,STAR,-2.610859E-4
1237648720712631466,222.8946094,-0.53342592,24.760412,23.080751,21.380436,20.181389,19.401146,GALAXY,0.720668
1237648720686350652,162.77478842,-0.53475952,22.163933,21.464428,21.146494,21.228571,21.019957,STAR,6.696793E-4
1237648720686219402,162.5277424,-0.52773169,18.800499,17.73526,17.340488,17.068169,16.98395,GALAXY,0.071814
1237648720686219401,162.52786476,-0.52958117,20.567183,18.5937,17.533121,16.98287,16.578094,GALAXY,0.072991
1237648720683204919,155.6349463,-0.51252396,21.631975,21.423569,21.110241,21.184395,20.974068,QSO,2.332768
1237648720683073806,155.34121349,-0.59669066,22.141991,20.21316,18.378258,17.687508,17.231558,GALAXY,0.393368
1237648720683073575,155.34283436,-0.46622396,18.189869,16.813282,16.074236,15.651429,15.377208,GALAXY,0.061585
1237648720151970171,168.55232089,-0.87143318,21.158495,20.703217,20.514494,20.492668,20.109793,QSO,0.880189
1237648720151969849,168.49113984,-0.91276667,18.625799,18.475452,18.127983,17.990858,17.932732,QSO,1.149401
1237648720690741456,172.85474402,-0.56394326,21.34878,19.589424,17.907867,17.309341,16.905062,GALAXY,0.3278
1237648720690741285,172.88791707,-0.57425841,18.858543,17.861017,17.534832,17.436007,17.366932,STAR,3.28752E-4
1237648720690741281,172.87774328,-0.54766661,18.317301,17.367199,17.048811,16.93718,16.898306,STAR,4.428815E-5
1237648720672588281,131.47763902,-0.59780941,18.943939,17.675999,17.223238,16.9093,16.734062,GALAXY,0.055807
1237648720690741464,172.87230375,-0.48458676,22.505564,20.659319,18.813921,18.184307,17.901888,GALAXY,0.324792
1237648720712565200,222.78361916,-0.46205011,19.42902,17.776987,17.015827,16.695421,16.52803,STAR,-1.568334E-4
1237648720712565017,222.6445959,-0.42046275,19.340128,18.172773,17.649078,17.322344,17.168491,GALAXY,0.079365
1237648720712564976,222.76627622,-0.46220363,17.944685,16.057014,15.173171,14.732057,14.391517,GALAXY,0.043177
1237648720712564973,222.76714161,-0.47167456,18.386057,15.779774,14.56358,14.09594,13.850744,STAR,1.174297E-6
1237648720710533604,218.01113208,-0.47923661,24.754955,22.452291,20.720263,19.663673,19.24888,GALAXY,0.540583
1237648720708043008,212.34906274,-0.57727051,20.585524,18.236223,17.077332,16.60441,16.215416,GALAXY,0.143399
1237648720694805098,182.1126213,-0.62763159,22.888407,21.598059,19.917324,19.127775,18.661842,GALAXY,0.456419
1237648720694805021,182.09020359,-0.45210356,24.860945,22.249891,21.678049,21.614843,21.550671,GALAXY,0.569865
1237648720694739274,182.05061426,-0.58675634,19.70936,18.790956,18.460228,18.359238,18.356165,STAR,3.556234E-6
1237648720694739260,182.02703762,-0.575088,21.191578,19.124647,18.15584,17.772711,17.532982,STAR,2.610217E-4
1237648720694739255,182.01099867,-0.5981318,20.68895,17.972544,16.640175,16.051514,15.729717,STAR,9.420698E-6
1237648720694739010,182.00911336,-0.43682511,19.5114,17.827354,16.918327,16.531403,16.222572,GALAXY,0.082269
1237648720690873313,173.23431175,-0.5906626,24.199093,24.351795,22.207787,19.35281,17.688751,STAR,8.226599E-5
1237648720690873087,173.22993182,-0.49461781,22.774319,21.962357,21.144089,20.209467,20.145615,GALAXY,0.716423
1237648720690807287,172.95571844,-0.56565062,22.827459,21.891022,21.634798,21.398031,21.000154,STAR,5.680202E-4
1237648720690741843,172.86501539,-0.61782185,23.640848,22.64439,20.848083,19.73587,19.241602,GALAXY,0.585919
1237648720690741403,172.89504345,-0.56748484,20.053137,18.640957,17.994268,17.725164,17.530005,STAR,-5.732436E-5
1237648720690741392,172.88218208,-0.43961915,20.640875,18.431156,17.562004,17.27107,17.076345,STAR,-7.91171E-5
1237648720690741340,172.94323551,-0.4567292,17.76581,16.238729,15.639841,15.441133,15.34037,STAR,-4.859923E-5
1237648720690676416,172.77320161,-0.59560306,22.995758,20.105198,18.432528,17.856064,17.407888,GALAXY,0.324996
1237648720712630456,222.83955112,-0.44980266,18.628614,16.930441,16.113518,15.671535,15.360115,GALAXY,0.079046
1237648720690020476,171.17583735,-0.51540059,19.80637,18.777122,18.634933,18.587358,18.655403,STAR,7.214476E-4
1237648720689955726,171.12825399,-0.5753945,24.047855,23.527679,21.26866,20.04146,19.548313,GALAXY,0.581877
1237648720689955725,171.12920626,-0.5768579,23.396936,22.384203,20.62393,19.528229,18.941757,GALAXY,0.581958
1237648720689955279,171.12487733,-0.52881017,22.011423,21.393635,21.28175,21.226801,20.937597,QSO,2.765929
1237648720688972633,168.76434669,-0.48939276,23.812019,22.88628,21.159483,19.956266,19.559055,GALAXY,0.539186
1237648720688644201,168.05260279,-0.60787015,18.989281,17.329752,16.563135,16.205667,15.897118,GALAXY,0.121962
1237648720688644193,168.05467259,-0.56944893,18.315948,17.452587,17.129284,16.990324,16.942709,STAR,5.861477E-4
1237648720686285370,162.72151404,-0.51184114,23.32877,21.663338,19.889671,19.069719,18.492289,GALAXY,0.451143
1237648720686219587,162.57583595,-0.61790472,21.432735,20.819075,20.76458,20.571152,20.424372,QSO,2.230372
1237648720686219432,162.56596675,-0.59773854,19.810061,18.36381,17.829683,17.645464,17.571634,STAR,5.288036E-4
1237648720686219390,162.52035026,-0.4862234,20.263103,18.537458,17.539635,17.059317,16.673189,GALAXY,0.148956
1237648720686219384,162.50355966,-0.48714645,20.639252,18.963749,18.29635,18.05986,17.890381,STAR,1.721474E-4
1237648720686219306,162.53285011,-0.47722572,15.873418,14.894135,14.527828,14.386724,14.345657,STAR,8.121064E-4
1237648720686219301,162.5275578,-0.44125871,18.682554,17.361559,16.852032,16.670305,16.562214,STAR,2.759731E-4
1237648720686219299,162.52097766,-0.45711406,18.069284,16.551191,15.995732,15.828005,15.750645,STAR,3.089784E-5
1237648720686219297,162.51360538,-0.44832749,16.332291,14.659931,14.066541,13.900234,13.829408,STAR,7.851054E-5
1237648720686219285,162.48966542,-0.56326252,18.648537,17.226685,16.62781,16.407494,16.293625,STAR,1.287782E-4
1237648720686219279,162.47573472,-0.61418316,18.197401,16.650015,16.04591,15.847444,15.727163,STAR,1.716172E-5
1237648720686154385,162.44197913,-0.62021878,21.939022,21.447702,19.826996,18.881992,18.338655,GALAXY,0.584713
1237648720683205215,155.6787762,-0.48708144,22.603243,21.80122,21.729464,21.596338,21.320929,QSO,1.937732
1237648720683205212,155.67810186,-0.55766591,23.377792,21.435225,19.576633,18.87364,18.436012,GALAXY,0.349852
1237648720683139742,155.54509067,-0.51148648,23.055283,21.13591,19.347517,18.521042,18.046377,GALAXY,0.480884
1237648721209524766,131.52569164,-0.08979283,20.618422,20.391136,19.931425,19.849014,19.784229,QSO,1.247075
1237648720683139464,155.56216832,-0.55650387,22.259972,21.317093,20.981331,21.034094,20.586166,STAR,5.240035E-4
1237648720683139421,155.48703508,-0.49770421,21.803919,21.124277,21.130215,20.852774,20.503162,QSO,2.315613
1237648720679993936,148.31450909,-0.58206957,25.761986,22.275694,20.655903,19.654671,19.150543,QSO,6.497317
1237648720669114601,123.45646076,-0.46244642,20.504694,17.884487,16.823914,16.451653,16.227657,STAR,4.861026E-5
1237648720170517223,210.95074077,-0.91408596,23.240536,22.190512,20.515903,19.727848,19.295393,GALAXY,0.468933
1237648720170517209,210.93837395,-0.96812959,23.155895,22.205214,20.787409,19.605059,19.387445,GALAXY,0.575687
1237648720170451809,210.81055166,-0.92513614,23.741116,21.343916,19.473703,18.85136,18.371275,GALAXY,0.397775
1237648720170451492,210.67440618,-0.83920235,24.491573,21.360018,20.71982,20.517609,20.467846,STAR,1.137803E-4
1237648721225580914,168.2595281,-0.12850373,23.899912,21.942371,20.009117,19.096777,18.627571,GALAXY,0.451679
1237648720170451185,210.76429956,-0.87911824,19.161367,17.892437,17.231884,16.857361,16.640745,GALAXY,0.105188
1237648720170451083,210.79909359,-0.97481899,17.363398,15.5633,14.703476,14.314993,14.00083,GALAXY,0.024768
1237648720159244532,185.19921078,-0.84544825,26.121202,19.914894,18.31218,17.745554,17.366335,GALAXY,0.295472
1237648720712630864,222.81619616,-0.57139864,25.278528,23.20093,21.260042,20.180504,19.684267,GALAXY,0.573917
1237648720712630875,222.8197075,-0.56382585,25.085121,22.076698,20.509264,19.280355,18.778635,GALAXY,0.573004
1237648720152101365,168.80744121,-0.99405469,25.075439,21.759361,20.409378,19.325886,18.960766,GALAXY,0.554662
1237648720152035499,168.69137811,-0.84764669,20.129257,18.498491,17.570297,17.099693,16.691666,GALAXY,0.122718
1237648720151970310,168.50615122,-0.88922813,24.015814,22.959156,20.70611,19.595657,19.500315,QSO,4.619608
1237648720151970121,168.48468323,-1.00033319,21.516155,22.420448,19.983498,18.820963,18.844681,GALAXY,0.636588
1237648720151839054,168.25497359,-1.02431073,21.245825,20.409027,20.174156,20.144077,20.098064,STAR,4.76054E-4
1237648721752752292,146.14241633,0.30904569,20.194174,18.230841,17.049852,16.536661,16.114426,GALAXY,0.128827
1237648722290868503,148.99126517,0.69358589,21.125212,20.152719,19.940897,19.813913,19.750912,GALAXY,0.727619
1237648721753997600,148.98243966,0.22987236,19.037041,17.378391,16.635902,16.156046,15.837273,GALAXY,0.062473
1237648722827870224,149.18895714,1.08765709,18.941206,16.37232,15.278847,14.880341,14.680228,STAR,-9.087029E-5
1237648722290869006,148.98858849,0.7300474,23.38909,22.332609,20.463877,19.275862,18.756056,GALAXY,0.592588
1237648721754062953,149.12892001,0.29734867,24.634676,21.256432,20.350504,19.576641,21.294952,STAR,1.478608E-4
1237648721754062968,149.13293863,0.27885708,17.907291,16.212805,15.599385,15.413616,15.344624,STAR,-1.038228E-5
1237648722288181594,142.80979301,0.63061011,21.320967,20.628706,20.479944,20.536995,20.540529,QSO,2.718673
1237648721255072335,235.59161431,-0.07514631,23.925194,23.218981,21.235981,19.715435,18.955549,GALAXY,0.676236
1237648721255072735,235.64632051,-0.06012764,24.094666,24.315727,21.367968,19.851982,19.429508,GALAXY,0.57679
1237648721255072746,235.65082565,-0.0339147,22.449543,21.785952,20.602859,19.44603,19.03326,GALAXY,0.582107
1237648722290999434,149.17618279,0.75700384,18.966385,17.67399,16.966394,16.535715,16.274616,GALAXY,0.125585
1237648722288181644,142.71438353,0.66972815,23.402071,21.837193,20.54257,19.576141,19.275229,GALAXY,0.566609
1237648722288181770,142.77989852,0.63778567,24.243015,22.041502,21.783108,21.702068,21.906855,STAR,4.294106E-4
1237648721754063083,149.10469983,0.23817589,23.925653,22.24251,20.466448,19.41588,18.968401,GALAXY,0.541274
1237648721754063090,149.10966089,0.33502243,20.3654,18.449961,17.382095,16.964399,16.605019,GALAXY,0.159672
1237648721214570689,143.04255711,-0.11521575,20.446121,18.307222,17.314957,16.846859,16.478426,GALAXY,0.090297
1237648721756750833,155.17143245,0.37390861,22.412886,22.873421,20.775105,19.778305,19.408207,GALAXY,0.614686
1237648721772871751,192.0423778,0.34168053,24.36208,24.01301,20.602192,19.380285,18.693953,GALAXY,0.546933
1237648721255203710,235.91361863,-0.0199749,23.371738,22.445379,20.793554,19.704889,19.209955,STAR,-3.176206E-4
1237648721772871944,192.02152805,0.30832374,19.321529,17.937386,17.323351,17.028469,16.724659,GALAXY,0.069857
1237648722289623239,146.01224514,0.76563426,18.797291,17.729958,17.192705,16.862226,16.631477,GALAXY,0.037455
1237648721772872157,191.96531911,0.31513026,25.565098,21.895205,20.392225,19.354807,18.774305,GALAXY,0.546662
1237648721772872173,191.96928024,0.22850717,23.596022,22.195314,20.836952,19.788841,19.046959,GALAXY,0.639708
1237648721772872338,192.02235434,0.39921658,22.592979,21.416489,20.052523,19.268076,18.81567,GALAXY,0.508299
1237648722288181991,142.78564325,0.71750481,25.695017,23.155998,21.517183,20.419489,20.144283,GALAXY,0.635966
1237648722288246924,142.87551345,0.64376887,18.288307,17.084024,16.608139,16.325691,16.12771,GALAXY,0.070307
1237648722288246937,142.88365767,0.68291999,17.532597,16.212576,15.655583,15.345169,15.137424,GALAXY,0.045854
1237648721752752448,146.01592843,0.31319311,23.293839,21.677364,19.585302,18.648869,18.18177,GALAXY,0.440498
1237648722319901292,215.15963473,0.83603112,23.556635,21.226942,19.454832,18.710711,18.256746,GALAXY,0.451109
1237648721752752462,146.0187564,0.33120293,23.689955,22.084831,20.475016,19.627422,19.011292,GALAXY,0.439332
1237648721743119325,124.02875873,0.31197549,21.226315,20.212801,19.909409,19.768036,19.862001,STAR,3.811934E-4
1237648722288246943,142.8858765,0.66138436,19.935926,18.04681,17.178007,16.726168,16.400774,GALAXY,0.071467
1237648721751245096,142.59721556,0.33556863,24.708738,23.289238,21.55604,18.832815,17.214304,STAR,1.025486E-4
1237648722288247102,142.94060264,0.66382779,25.134407,20.883659,19.810993,19.03166,18.724737,STAR,-3.275212E-5
1237648722816795457,123.963253,1.16890731,19.348604,17.66103,16.941517,16.612225,16.454573,STAR,-5.925774E-5
1237648722816795459,123.96739214,1.14368247,20.976149,19.887548,19.561602,19.389174,19.31431,STAR,4.267364E-4
1237648721791942668,235.54230814,0.36594604,18.652773,18.587914,18.344118,18.381123,18.623327,QSO,1.121082
1237648721791942757,235.53685498,0.28828055,20.51292,18.894394,17.904541,17.325619,16.967854,GALAXY,0.155173
1237648722816926162,124.16695079,1.08242799,20.378229,18.855482,18.194632,17.952911,17.799854,STAR,5.889109E-4
1237648721752817682,146.19436412,0.41086464,25.386787,22.358286,21.738771,21.317938,21.789122,STAR,9.9051E-5
1237648722279989821,124.00271789,0.65260791,20.489433,19.496843,19.214781,19.099316,19.075451,STAR,2.865464E-4
1237648722279989883,124.03249317,0.63381289,20.230194,18.674913,18.102358,17.909624,17.819649,STAR,2.378888E-4
1237648722289558165,145.98434766,0.80294094,22.606287,21.790373,21.466581,21.191454,20.695387,QSO,1.613539
1237648720718201448,235.59613251,-0.47145878,22.116587,20.961229,20.774155,20.570475,20.245539,STAR,1.511703E-4
1237648721236000897,191.97606922,-0.1862355,19.115564,18.094837,17.721624,17.4258,17.275665,GALAXY,0.090214
1237648721236000900,191.9757531,-0.07063085,19.498726,18.115767,17.386864,16.993185,16.70277,GALAXY,0.082887
1237648722289558493,145.99654278,0.71616583,24.517721,23.030415,21.038538,19.852346,19.373255,GALAXY,0.521899
1237648721236001094,191.96109534,-0.07375846,22.144922,20.65659,20.731558,20.761772,20.814934,STAR,9.626477E-5
1237648722279989984,124.08082125,0.67483782,19.897781,18.476715,17.950254,17.779732,17.711117,STAR,2.94703E-4
1237648722289623245,146.01512955,0.82351741,19.833771,18.102392,17.136372,16.658947,16.30822,GALAXY,0.123209
1237648722289623054,146.02090835,0.73355168,17.420383,15.346731,14.355689,13.867349,13.51059,GALAXY,0.036177
1237649918433558667,25.92358842,12.95343555,19.799244,18.78438,18.459425,18.287779,18.263515,STAR,-4.656405E-4
1237648722827805255,149.09109944,1.08981823,22.477871,21.488642,21.568523,21.566458,20.784122,QSO,2.396505
1237649918433558671,25.91685012,12.86316496,21.88298,19.492294,18.417107,17.994982,17.709332,STAR,-5.244363E-5
1237649918433558858,25.91111912,12.92641771,24.48671,21.730206,19.675377,18.930712,18.514746,GALAXY,0.485792
1237648721752883747,146.44007656,0.25124184,23.513674,21.629713,21.232553,20.811415,20.665155,STAR,1.370058E-4
1237648721753998306,148.98683233,0.31124297,22.997086,22.086243,20.765228,19.645151,19.425213,GALAXY,0.539836
1237648721754063030,149.03239234,0.28814302,19.68438,18.455856,17.749687,17.331009,17.082323,GALAXY,0.126991
1237648721255072472,235.54962961,-0.15698614,25.843899,23.987722,20.851654,19.74893,19.100683,GALAXY,0.592797
1237648722290999326,149.18047692,0.82070208,16.619265,15.498073,15.0215,14.808167,14.724557,STAR,4.926134E-4
1237648722290999328,149.18451057,0.70458065,17.66448,16.714027,16.468073,16.362616,16.353621,STAR,4.100685E-4
1237648722290999462,149.19023965,0.7602294,20.365849,19.291481,19.112139,19.056847,19.088343,STAR,8.461755E-4
1237648721752752319,146.07865876,0.21279382,20.988836,19.03989,17.715744,17.146507,16.74988,GALAXY,0.200907
1237648721772871888,192.05095235,0.31277208,19.255257,17.436594,16.549381,16.125689,15.774299,GALAXY,0.081741
1237648721772872068,192.07298049,0.27867919,22.234539,21.272829,21.040594,21.006861,20.462828,STAR,-5.750214E-5
1237648721772937461,192.11520709,0.4186502,22.143929,21.499027,21.303209,21.144772,20.73193,STAR,-2.988426E-4
1237648721782964604,215.08927802,0.24800836,19.099401,18.129789,17.640661,17.320726,17.197464,GALAXY,0.131396
1237648722322194864,220.54434205,0.64040018,23.228704,20.203339,18.566298,17.949539,17.601938,GALAXY,0.321169
1237648721791942740,235.5232433,0.33884422,19.043407,18.035892,17.67725,17.51166,17.467253,STAR,-7.161227E-4
1237648721752752493,146.02733176,0.2096339,26.485819,22.266685,20.45314,19.588228,19.037119,GALAXY,0.442922
1237648722279989835,124.01084702,0.7920085,20.699579,19.559818,19.254965,19.134499,19.095072,STAR,3.189772E-4
1237649918433558660,25.92097108,12.94761751,19.522264,19.264561,19.160959,18.843172,18.573555,QSO,0.483638
1237648722827804876,149.09910756,1.14999774,19.468882,18.284353,17.807974,17.558504,17.359438,GALAXY,0.109827
1237649918433559021,26.01746589,12.83591286,25.73962,21.387072,19.703634,18.87096,18.471985,GALAXY,0.460564
1237648722827805216,149.07504576,1.13418248,23.826139,21.976883,22.038414,22.252012,21.253275,QSO,2.979626
1237649918433558728,25.99612974,12.87764864,22.559752,20.521545,18.76862,18.154104,17.752489,GALAXY,0.314367
1237648721752818220,146.29174485,0.35601006,22.499855,22.201164,20.272278,19.307837,18.77738,GALAXY,0.488201
1237649918433558741,26.05012464,12.92649905,24.203758,20.664972,19.440119,19.053099,18.71892,STAR,-7.935297E-5
1237649918433558755,25.98113514,12.87356425,23.631811,20.564735,18.86025,18.226011,17.789825,GALAXY,0.315033
1237648721752883234,146.37320222,0.23603664,24.41453,24.25141,20.5466,19.24316,19.424025,GALAXY,0.679074
1237648721752883240,146.37361123,0.25556657,21.154942,19.195803,18.48057,17.828066,16.976194,GALAXY,0.129184
1237648721752883377,146.3957511,0.24013778,20.853733,18.989941,18.012545,17.454266,17.11772,GALAXY,0.120387
1237648721752883399,146.4386555,0.40483354,25.377375,22.179651,21.341942,21.252064,21.048069,STAR,7.172397E-4
1237649918433558957,25.98254861,12.8318153,23.467365,21.732527,20.301033,19.511396,19.376175,GALAXY,0.50478
1237649918433558961,25.99521844,12.94317048,24.838718,22.290384,20.38929,19.572136,19.003004,GALAXY,0.464134
1237648721752949093,146.50051627,0.25419331,26.094868,22.452847,20.99312,19.807995,19.282413,GALAXY,0.517373
1237648721752949172,146.55907716,0.30232869,24.132399,21.732534,19.563738,18.835051,18.214685,GALAXY,0.380487
1237648721752949264,146.46556209,0.24398841,26.079124,23.546881,20.951952,19.72402,19.291471,GALAXY,0.628292
1237649918433558641,25.98941937,12.90369083,18.080948,17.0898,16.662519,16.483305,16.406738,STAR,-1.731757E-4
1237648721754062893,149.0410136,0.32585716,17.908709,16.74987,16.495064,16.627146,16.189728,GALAXY,0.035455
1237648721754062907,149.0575321,0.21392314,18.352606,16.932861,16.385406,16.197538,16.125334,STAR,-9.722323E-5
1237648721754062914,149.06183066,0.2344414,19.01651,17.41502,16.840063,16.646425,16.557287,STAR,2.441921E-4
1237648721754062924,149.08314034,0.32524589,17.014639,15.646216,15.02563,14.756991,14.626239,STAR,1.118533E-3
1237648721754062932,149.08710207,0.30541734,17.401711,15.986746,15.461241,15.283892,15.238756,STAR,4.674777E-5
1237648721754062946,149.11525875,0.30553701,20.117682,18.525063,17.611525,17.036022,16.731878,GALAXY,0.08655
1237648722288181553,142.72498342,0.77599831,21.858377,21.041567,20.930609,20.96129,20.685673,QSO,2.669717
1237648722288181555,142.73055267,0.65041254,22.114096,21.952335,21.890072,22.124569,21.238642,QSO,2.477356
1237648721754063099,149.13317432,0.40616765,20.23143,19.325182,18.957441,18.841339,18.829559,STAR,5.648752E-4
1237648721754063218,149.08541101,0.38938751,21.8563,21.058159,20.852169,20.656054,20.209175,STAR,5.962733E-4
1237648721255203143,235.9145421,-0.17671951,19.028214,17.547237,16.714108,16.26342,15.95866,GALAXY,0.095258
1237648721756750022,155.17797621,0.38076019,19.485302,18.157608,17.485956,17.041384,16.76623,GALAXY,0.096652
1237648722289623112,146.0462225,0.76610938,20.241018,18.437984,17.427341,16.956524,16.641018,GALAXY,0.122414
1237648721255203367,235.90544064,-0.10223455,20.909058,20.597126,20.118738,20.584629,20.176533,GALAXY,0.348966
1237648721756750413,155.17806371,0.29068362,21.619307,21.373545,20.409868,19.41466,18.991201,QSO,0.616386
1237648720711648091,220.64231612,-0.5126532,23.418367,21.7967,20.102337,19.046984,18.584223,GALAXY,0.528309
1237648721756750528,155.21716098,0.39482758,24.670496,23.484001,21.541519,20.227797,19.871311,GALAXY,0.702576
1237648721772806232,191.93788909,0.23074136,17.424063,16.208033,16.191597,16.234045,16.28256,STAR,1.696706E-4
1237648722309743197,192.03222687,0.69392715,24.117088,22.416571,20.995939,19.922735,19.644867,GALAXY,0.590255
1237648721772806391,191.94807497,0.22734319,20.057871,19.182875,18.821278,18.721485,18.713551,STAR,1.094328E-4
1237648721752752343,146.14437304,0.24312484,21.704241,19.322847,17.756374,17.126936,16.685751,GALAXY,0.218385
1237648721752752381,146.04257564,0.36315419,21.738483,21.169352,20.797646,20.51581,20.063547,QSO,0.726572
1237648721782964992,215.08087523,0.36186298,24.667019,22.117945,20.554962,19.692511,19.257999,GALAXY,0.445434
1237648722319900916,215.17818245,0.78270966,19.237053,17.748089,16.960724,16.561991,16.249804,GALAXY,0.126683
1237648722322194619,220.51140885,0.81185601,17.962725,16.767536,16.287802,16.116873,16.038404,STAR,-1.689081E-4
1237648722322260802,220.63497872,0.70933635,21.740946,21.085075,19.817377,19.079336,18.759285,GALAXY,0.572293
1237648722326192254,229.60610161,0.82282846,19.026619,17.913605,17.484978,17.18059,16.897465,STAR,-3.833853E-4
1237648722288247178,143.00740141,0.6973595,22.850018,21.813843,21.640694,21.422644,20.923481,QSO,2.605692
1237648722288247479,142.98804868,0.83387338,25.386766,22.879801,21.328337,20.484503,19.843561,GALAXY,0.57225
1237648722288247484,142.99120684,0.79924011,22.601143,22.350183,20.952095,20.122719,19.455196,GALAXY,0.484949
1237648722816794833,123.91809584,1.0909739,16.645248,15.587426,15.332585,15.262393,15.281963,STAR,1.671543E-4
1237648722816795304,123.8960704,1.07897304,20.613007,19.537342,19.31921,19.274948,19.264153,STAR,-4.194377E-4
1237648722289557709,145.98540498,0.78656827,19.306183,18.010223,17.28479,16.869413,16.578758,GALAXY,0.122545
1237648722289557713,145.9926346,0.78807324,18.71734,17.217157,16.413321,15.965576,15.623343,GALAXY,0.03801
1237648721791943227,235.60350273,0.38194089,21.090904,20.680147,20.224066,19.797146,19.734041,STAR,-1.117252E-4
1237648721791943339,235.54651686,0.3193868,25.130091,22.511957,21.394682,20.099426,19.683296,STAR,-1.149564E-4
1237648721751245459,142.70517746,0.22589024,23.971893,22.250418,20.647964,19.602175,19.102201,STAR,3.105743E-4
1237648721791943487,235.60383092,0.26269827,23.789207,22.750416,20.972755,19.951206,19.397139,GALAXY,0.557106
1237648721751310499,142.72239134,0.39483662,23.457222,21.65727,20.015471,18.937298,18.935787,GALAXY,0.579586
1237648721751310622,142.83660519,0.26128494,20.02327,18.498823,17.625635,17.141357,16.866711,GALAXY,0.129878
1237648722816861163,124.13648107,1.09909528,21.636013,20.580395,20.26141,20.100035,20.057318,STAR,4.030019E-4
1237648721751310631,142.84270979,0.38151408,19.219656,17.877266,17.165874,16.757492,16.508045,GALAXY,0.148028
